17/8/2023
5:01 pm
Raman shift	Intensity
cm-1	Counts
2012.053202	702.490436
2013.758339	724.757612
2015.463129	716.314341
2017.169291	715.503821
2018.871671	711.081122
2020.575423	708.267943
2022.277111	702.169641
2023.978455	696.430028
2025.679453	696.038291
2027.378391	681.230897
2029.078699	680.826958
2030.775233	682.973871
2032.473138	668.082915
2034.168984	661.867664
2035.867916	643.518487
2037.561362	645.572572
2039.256179	637.602876
2040.950654	605.182820
2042.641360	596.105053
2044.335150	572.286156
2046.025173	558.827324
2047.716567	531.794904
2049.405908	509.205335
2051.096619	485.654693
2052.783567	468.279106
2054.470176	445.022586
2056.158155	415.418884
2057.842374	380.081525
2059.527963	359.811907
2061.213213	332.416404
2062.896415	306.248144
2064.580986	283.271667
2066.260095	254.029176
2067.943989	232.402422
2069.622423	200.854095
2071.303933	179.030138
2072.981693	149.245547
2074.659115	124.930978
2076.337907	101.667175
2078.014657	76.938726
2079.689365	68.997616
2081.365442	45.549058
2083.039479	33.170886
2084.713180	0.000000
2086.386546	0.000000
2088.057874	0.000000
2089.728867	0.000000
2091.399526	0.000000
2093.069850	0.000000
2094.739841	0.000000
2096.407796	0.000000
2098.075418	0.000000
2099.741005	0.000000
2101.407962	0.000000
2103.072884	0.000000
2104.737475	0.000000
2106.400034	32.998980
2108.063961	71.840003
2109.725858	114.103556
2111.387423	151.084318
2113.048657	179.670172
2114.707863	209.377576
2116.366738	221.711839
2118.025284	208.316600
2119.683500	215.739395
2121.337992	205.099670
2122.995549	181.045044
2124.652777	166.041206
2126.306283	157.147493
2127.961157	135.292516
2129.612313	113.715096
2131.266530	109.129228
2132.917031	111.876844
2134.568898	105.753982
2136.215357	99.412594
2137.866571	117.392348
2139.514071	141.654137
2141.162938	145.313044
2142.809787	166.215954
2144.456309	170.880826
2146.102506	181.468386
2147.744995	208.271185
2149.390542	208.033566
2151.032382	222.459721
2152.677279	240.844630
2154.318471	224.692565
2155.959339	208.587657
2157.599883	215.794333
2159.238415	208.228771
2160.878313	209.995740
2162.514511	218.708493
2164.152076	230.856555
2165.789317	229.127557
2167.424549	221.706448
2169.059460	230.767169
2170.694049	246.156727
2172.328316	263.754216
2173.958890	256.368595
2175.592516	261.818077
2177.222450	264.505021
2178.853749	265.595830
2180.483043	262.201059
2182.112018	244.486772
2183.740673	244.345494
2185.369010	205.006229
2186.995343	173.753876
2188.621358	151.146113
2190.245372	127.627962
2191.870750	79.775860
2193.494129	36.420081
2195.118871	0.000000
2196.739933	0.000000
2198.360678	0.000000
2199.982788	0.000000
2201.602900	0.000000
2203.221015	0.000000
2204.838815	0.000000
2206.456300	0.000000
2208.073469	0.000000
2209.690323	0.000000
2211.306862	0.000000
2212.921407	0.000000
2214.533960	0.000000
2216.147877	0.000000
2217.759803	0.000000
2219.373092	0.000000
2220.984391	0.000000
2222.593700	0.000000
2224.204373	0.000000
2225.813057	0.000000
2227.421429	0.000000
2229.027813	0.000000
2230.635561	0.000000
2232.241322	0.000000
2233.846772	0.000000
2235.450237	0.606040
2237.055065	41.698793
2238.657909	76.443818
2240.258771	105.109385
2241.860994	155.512005
2243.461236	190.216672
2245.062840	221.784826
2246.660792	265.627762
2248.260106	297.001334
2249.857440	317.142072
2251.454465	336.329056
2253.052853	345.865255
2254.647592	343.003603
2256.240354	343.864756
2257.834479	337.041673
2259.429965	334.300311
2261.021807	340.657135
2262.613342	339.524782
2264.206238	342.373485
2265.793825	326.405360
2267.386109	337.578224
2268.973085	314.486675
2270.563090	272.220699
2272.147790	264.100851
2273.737183	242.699827
2275.321275	207.836257
2276.906728	187.906326
2278.490211	164.550127
2280.076721	130.325880
2281.659597	78.713546
2283.242169	44.736990
2284.824438	0.013119
2286.403078	0.000000
2287.984741	0.000000
2289.562776	0.000000
2291.143834	0.000000
2292.721265	0.000000
2294.296733	0.000000
2295.875223	0.000000
2297.450089	0.000000
2299.024654	0.000000
2300.598919	0.000000
2302.172883	0.000000
2303.746547	0.000000
2305.319910	0.000000
2306.889655	0.000000
2308.459101	0.000000
2310.031565	0.000000
2311.598755	0.000000
2313.168963	0.000000
2314.735556	0.000000
2316.303509	0.000000
2317.869506	0.000000
2319.435206	13.747100
2321.000609	79.503998
2322.564057	147.909902
2324.128865	217.306732
2325.690065	278.928625
2327.254279	341.048555
2328.813231	394.441391
2330.375198	445.604983
2331.935214	488.681539
2333.494934	529.776066
2335.052705	577.779938
2336.610181	599.772858
2338.167363	629.253520
2339.722597	650.054909
2341.277538	677.944171
2342.832185	690.663934
2344.386538	696.662147
2345.940597	696.669661
2347.494362	708.646543
2349.046184	709.938669
2350.596062	706.868995
2352.148948	704.175606
2353.696592	692.783018
2355.247243	707.570961
2356.794303	699.001606
2358.342722	695.570536
2359.890848	698.249958
2361.435386	710.325582
2362.981282	708.184752
2364.525240	741.456819
2366.070555	761.062502
2367.612285	796.767734
2369.155372	829.657667
2370.696524	867.606862
2372.237386	885.250552
2373.777959	914.341036
2375.318242	924.991156
2376.858237	937.022448
2378.394654	958.544783
2379.934072	970.411804
2381.469913	983.254340
2383.007110	976.054575
2384.540732	1003.622255
2386.077355	1021.623910
2387.612046	1012.136761
2389.144808	1026.058040
2390.677283	1055.330637
2392.207830	1066.131809
2393.741376	1095.596417
2395.269709	1120.574997
2396.799400	1135.556441
2398.328805	1192.529197
2399.857924	1214.198082
2401.386759	1265.873122
2402.910388	1307.385117
2404.438654	1378.557652
2405.961716	1418.981917
2407.489412	1488.054698
2409.010269	1534.247718
2410.535759	1570.563571
2412.057688	1602.874806
2413.580973	1646.358950
2415.102337	1685.660524
2416.621781	1700.089644
2418.142580	1716.270673
2419.661460	1736.037153
2421.180058	1753.359722
2422.696739	1774.504008
2424.214774	1803.025170
2425.732528	1815.300498
2427.246731	1836.191863
2428.760653	1886.352835
2430.274295	1920.419221
2431.789292	1969.335175
2433.300740	2010.111052
2434.813543	2052.947893
2436.324432	2077.171911
2437.835043	2125.186779
2439.343742	2149.288096
2440.855427	2183.381147
2442.363569	2228.186943
2443.871433	2311.631860
2445.379019	2380.790467
